ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share,Market Cap,Trailing PE Ratio,Payout Ratio,Beta,52 Week High,52 Week Low
STRS,STRATUS PROPERTIES INC,Real Estate,$26.83,0.0%,0.0%,$1.00,$218,N/A,N/A,0.89,$30.66,$20.30
SUM,"Summit Materials, Inc.",Basic Materials,$40.37,0.0%,0.0%,$0.00,"$7,087",26.0,2.8%,1.16,$44.89,$29.98
SUPN,Supernus Pharmaceuticals Inc,Healthcare,$35.00,0.0%,0.0%,$0.00,"$1,927",N/A,N/A,0.68,$35.44,$21.99
SVC,Service Properties Trust,Real Estate,$4.50,18.0%,11.6%,$0.80,$747,N/A,N/A,1.25,$7.95,$4.26
SVRA,Savara Inc,Healthcare,$4.37,0.0%,0.0%,$0.00,$719,N/A,0.0%,0.94,$5.70,$3.12
SVV,"Savers Value Village, Inc.",N/A,$9.94,0.0%,0.0%,$0.00,"$1,596",42.5,0.0%,1.11,$26.88,$7.78
SWBI,"SMITH & WESSON BRANDS, INC.",N/A,$15.04,3.0%,2.0%,$0.49,$686,17.3,55.6%,1.09,$17.88,$10.02
SWI,SolarWinds Corp,Technology,$12.53,8.0%,3.9%,$1.00,"$2,123",92.6,733.9%,1.00,$13.03,$8.14
SWIM,"Latham Group, Inc.",N/A,$6.51,0.0%,0.0%,$0.00,$751,64.3,0.0%,2.22,$6.52,$2.04
SWKH,SWK Holdings Corp,Financial Services,$17.19,0.0%,0.0%,$0.00,$217,17.2,0.0%,0.03,$18.75,$15.26
SWTX,"SpringWorks Therapeutics, Inc.",Healthcare,$41.17,0.0%,0.0%,$0.00,"$3,056",N/A,0.0%,0.67,$53.92,$18.00
SWX,"Southwest Gas Holdings, Inc.",Utilities,$71.78,3.5%,3.3%,$2.48,"$5,146",28.2,145.8%,0.50,$77.79,$54.07
SXC,"SunCoke Energy, Inc.",Basic Materials,$8.74,5.0%,3.1%,$0.42,$735,11.8,64.1%,0.61,$11.69,$7.72
SXI,STANDEX INTERNATIONAL CORP/DE/,Industrials,$176.84,0.7%,0.6%,$0.90,"$2,091",28.6,19.0%,0.78,$190.84,$129.33
SXT,SENSIENT TECHNOLOGIES CORP,Basic Materials,$75.49,2.2%,2.2%,$1.64,"$3,198",36.5,79.2%,0.90,$82.53,$51.60
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,$60.37,2.0%,2.0%,$1.20,"$1,772",17.0,33.7%,0.71,$64.51,$36.23
SYNA,SYNAPTICS Inc,Technology,$80.63,0.0%,0.0%,$0.00,"$3,188",25.4,0.0%,1.97,$121.37,$67.83
TALO,TALOS ENERGY INC.,Energy,$11.57,0.0%,0.0%,$0.00,"$2,084",N/A,0.0%,0.83,$17.59,$9.81
TARO,TARO PHARMACEUTICAL INDUSTRIES LTD,Healthcare,$42.98,0.0%,0.0%,$12.81,"$1,615",63.5,0.0%,0.38,,
TARS,"Tarsus Pharmaceuticals, Inc.",N/A,$25.54,0.0%,0.0%,$0.00,$971,N/A,0.0%,0.96,$42.50,$12.57
TAST,"CARROLS RESTAURANT GROUP, INC.",Consumer Cyclical,$9.55,0.0%,0.1%,$0.04,$586,N/A,3.8%,1.02,,
TBBK,"Bancorp, Inc.",Financial Services,$52.28,0.0%,0.0%,$0.00,"$2,559",12.5,0.0%,1.19,$53.48,$29.92
TBI,"TrueBlue, Inc.",Industrials,$8.05,0.0%,0.0%,$0.00,$240,N/A,0.0%,1.00,$16.14,$7.30
TBPH,"Theravance Biopharma, Inc.",Healthcare,$8.08,0.0%,0.0%,$0.00,$396,N/A,0.0%,0.40,$11.71,$7.44
TCBI,TEXAS CAPITAL BANCSHARES INC/TX,Financial Services,$68.38,0.0%,0.0%,$0.00,"$3,158",23.9,11.5%,0.75,$72.07,$52.89
TCBK,TRICO BANCSHARES /,Financial Services,$44.88,2.9%,2.6%,$1.26,"$1,480",13.0,36.9%,0.46,$48.80,$28.62
TCBX,"Third Coast Bancshares, Inc.",N/A,$24.88,0.0%,0.0%,$0.00,$339,10.7,13.0%,0.38,$26.38,$14.09
TCI,TRANSCONTINENTAL REALTY INVESTORS INC,Real Estate,$29.46,0.0%,0.0%,$0.66,$260,43.9,0.0%,0.13,$43.40,$27.04
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Healthcare,$13.08,0.0%,0.0%,$0.00,$313,9.6,0.0%,1.75,$19.80,$9.70
TCX,TUCOWS INC /PA/,Technology,$22.31,0.0%,0.0%,$0.00,$244,N/A,0.0%,1.31,$28.66,$15.65
TDS,TELEPHONE & DATA SYSTEMS INC /DE/,Communication Services,$22.21,3.0%,3.3%,$0.60,"$2,511",N/A,N/A,0.59,$23.30,$13.50
TDUP,ThredUp Inc.,N/A,$0.82,0.0%,0.0%,$0.00,$92,N/A,0.0%,1.35,$4.18,$0.61
TDW,TIDEWATER INC,Energy,$88.72,0.0%,0.0%,$32.26,"$4,652",47.9,N/A,0.77,$111.42,$54.53
TELA,"TELA Bio, Inc.",Healthcare,$2.96,0.0%,0.0%,$0.00,$73,N/A,0.0%,0.50,$9.87,$2.54
TELL,TELLURIAN INC. /DE/,Energy,$0.93,0.0%,0.0%,$0.00,$831,N/A,0.0%,1.21,$1.32,$0.36
TENB,"Tenable Holdings, Inc.",Technology,$41.36,0.0%,0.0%,$0.00,"$4,925",N/A,0.0%,1.26,$53.50,$33.85
TERN,"Terns Pharmaceuticals, Inc.",N/A,$8.21,0.0%,0.0%,$0.00,$578,N/A,0.0%,0.62,$10.03,$3.26
TEX,TEREX CORP,Industrials,$55.51,1.0%,0.8%,$0.68,"$3,716",7.5,9.2%,1.40,$67.87,$43.15
TFIN,"Triumph Financial, Inc.",N/A,$86.46,0.0%,0.0%,$0.00,"$2,015",77.1,10.9%,1.40,$95.46,$56.91
TG,TREDEGAR CORP,Basic Materials,$6.03,0.0%,28.9%,$0.52,$208,N/A,0.0%,0.59,$6.79,$3.98
TGAN,"Transphorm, Inc.",N/A,$5.10,0.0%,0.0%,$0.00,$317,N/A,0.0%,0.45,,
TGH,Tornado Global Hydrovacs Ltd,Industrials,$49.98,2.0%,1.4%,$1.20,"$2,364",8.2,21.4%,0.54,,
TGI,TRIUMPH GROUP INC,Industrials,$14.24,0.0%,0.2%,$0.16,"$1,101",2.1,0.0%,1.94,$17.87,$7.00
TGNA,TEGNA INC,Communication Services,$14.03,3.0%,2.5%,$0.35,"$2,321",5.2,18.9%,0.29,$16.56,$12.35
TGTX,"TG THERAPEUTICS, INC.",Healthcare,$24.45,0.0%,0.0%,$0.00,"$3,787",39.6,0.0%,2.45,$25.38,$6.46
TH,Target Hospitality Corp.,Energy,$9.72,0.0%,0.0%,$0.00,$976,8.0,0.0%,-0.13,$16.73,$6.11
THFF,FIRST FINANCIAL CORP /IN/,Financial Services,$44.51,4.0%,2.8%,$1.35,$529,10.4,20.8%,0.33,$47.00,$30.67
THR,"Thermon Group Holdings, Inc.",Industrials,$30.82,0.0%,0.0%,$0.00,"$1,041",20.8,0.0%,0.87,$35.93,$23.76
THRD,"Third Harmonic Bio, Inc.",N/A,$12.90,0.0%,0.0%,$0.00,$530,N/A,0.0%,0.66,$16.94,$5.41
THRM,GENTHERM Inc,Consumer Cyclical,$50.32,0.0%,0.0%,$0.00,"$1,576",23.3,0.0%,1.20,$62.93,$38.21
THRY,"Thryv Holdings, Inc.",N/A,$18.52,0.0%,0.0%,$0.00,$697,N/A,0.0%,1.04,$26.42,$15.82
THS,"TreeHouse Foods, Inc.",Consumer Defensive,$40.32,0.0%,0.0%,$0.00,"$2,095",N/A,0.0%,0.38,$48.49,$33.28
TILE,INTERFACE INC,Consumer Cyclical,$18.84,0.0%,0.4%,$0.04,"$1,097",16.6,3.5%,1.38,$18.85,$8.24
TIO,"Tingo Group, Inc.",N/A,$0.01,0.0%,0.0%,$0.00,$2,0.0,0.0%,12.04,$0.15,
TIPT,TIPTREE INC.,Financial Services,$19.37,1.0%,1.0%,$0.23,$714,23.1,23.3%,0.78,$20.59,$14.55
TITN,Titan Machinery Inc.,Industrials,$14.22,0.0%,0.0%,$0.00,$324,3.4,0.0%,1.05,$34.99,$12.30
TK,TEEKAY CORP,Energy,$8.08,0.0%,0.0%,$0.22,$734,4.9,8.3%,0.40,$9.95,$5.70
TLYS,"TILLY'S, INC.",Consumer Cyclical,$5.88,0.0%,12.9%,$2.00,$177,N/A,0.0%,1.00,$9.50,$4.37
TMCI,"TREACE MEDICAL CONCEPTS, INC.",N/A,$6.40,0.0%,0.0%,$0.00,$399,N/A,0.0%,1.26,$16.23,$3.92
TMDX,"TransMedics Group, Inc.",Healthcare,$175.76,0.0%,0.0%,$0.00,"$5,860",1953.3,0.0%,1.62,$177.37,$36.42
TMHC,Taylor Morrison Home Corp,Consumer Cyclical,$68.67,0.0%,0.0%,$0.00,"$7,157",9.8,0.1%,1.37,$69.62,$37.23
TMP,TOMPKINS FINANCIAL CORP,Financial Services,$61.81,3.9%,3.9%,$2.42,$890,62.7,239.5%,0.52,$64.59,$42.08
TMST,TimkenSteel Corporation,Basic Materials,$16.79,0.0%,0.0%,$0.00,$880,25.2,0.0%,1.29,$24.31,$16.06
TNC,TENNANT CO,Industrials,$95.93,1.2%,1.0%,$1.10,"$1,814",16.5,19.0%,0.92,$123.77,$72.20
TNET,"TRINET GROUP, INC.",Industrials,$102.62,0.0%,0.1%,$0.50,"$5,096",16.3,0.0%,0.88,$134.33,$91.59
TNGX,"Tango Therapeutics, Inc.",N/A,$11.55,0.0%,0.0%,$0.00,"$1,240",N/A,0.0%,1.04,$13.03,$5.15
TNK,TEEKAY TANKERS LTD.,Energy,$55.72,5.0%,1.2%,$3.00,"$1,899",3.7,11.6%,0.35,$73.86,$35.54
TNYA,"Tenaya Therapeutics, Inc.",N/A,$2.85,0.0%,0.0%,$0.00,$225,N/A,0.0%,2.30,$7.01,$1.66
TOWN,Towne Bank-Portsmouth VA,Financial Services,$34.32,2.9%,2.5%,$1.00,N/A,N/A,N/A,0.54,$34.90,$21.06
TPB,"Turning Point Brands, Inc.",Consumer Defensive,$39.21,0.7%,0.6%,$0.27,$694,15.1,10.2%,0.61,$40.66,$19.53
TPC,TUTOR PERINI CORP,Industrials,$22.82,0.0%,0.0%,$1.00,"$1,194",N/A,N/A,1.05,$26.88,$6.85
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,$45.88,0.0%,0.0%,$0.00,"$4,295",10.1,1.2%,1.21,$47.78,$24.18
TPIC,"TPI COMPOSITES, INC",Industrials,$3.93,0.0%,0.0%,$0.00,$186,N/A,0.0%,1.42,$5.75,$1.63
TRC,TEJON RANCH CO,Industrials,$18.18,0.0%,0.0%,$0.04,$487,N/A,0.0%,0.85,$19.82,$14.80
TRDA,"Entrada Therapeutics, Inc.",N/A,$16.51,0.0%,0.0%,$0.00,$615,5.8,0.0%,0.80,$18.17,$10.75
TREE,"LendingTree, Inc.",Financial Services,$57.38,0.0%,0.0%,$1.00,$765,N/A,0.0%,2.65,$59.00,$10.12
TRMK,TRUSTMARK CORP,Financial Services,$33.21,3.0%,3.0%,$0.92,"$2,031",10.9,30.6%,0.61,$35.72,$18.46
TRN,TRINITY INDUSTRIES INC,Industrials,$32.50,3.4%,2.8%,$1.10,"$2,679",16.5,67.9%,1.17,$37.04,$19.43
TRNO,Terreno Realty Corp,Real Estate,$71.03,2.8%,2.0%,$1.80,"$6,882",43.3,96.8%,1.08,$71.17,$49.32
TRNS,TRANSCAT INC,Industrials,$126.45,0.0%,0.0%,$0.00,"$1,158",76.7,0.0%,0.96,$147.12,$84.45
TROX,Tronox Holdings plc,Basic Materials,$14.34,3.0%,3.2%,$0.50,"$2,263",N/A,N/A,1.45,$20.70,$9.82
TRS,TRIMAS CORP,Industrials,$24.47,1.0%,0.4%,$0.16,$994,24.5,16.5%,0.73,$27.84,$22.41
TRST,TRUSTCO BANK CORP N Y,Financial Services,$34.45,4.2%,4.4%,$1.44,$655,13.3,55.7%,0.46,$36.51,$22.86
TRTX,"TPG RE Finance Trust, Inc.",Real Estate,$8.85,11.0%,13.0%,$0.96,$715,N/A,N/A,1.14,$9.66,$4.22
TRUE,"TrueCar, Inc.",Communication Services,$2.84,0.0%,0.0%,$0.50,$258,N/A,0.0%,1.26,$4.05,$1.76
TRUP,"TRUPANION, INC.",Financial Services,$46.62,0.0%,0.0%,$0.00,"$1,966",N/A,0.0%,2.43,$47.27,$19.14
TRVI,"Trevi Therapeutics, Inc.",Healthcare,$3.00,0.0%,0.0%,$0.00,$217,N/A,0.0%,1.08,$4.00,$0.97
TSBK,TIMBERLAND BANCORP INC,Financial Services,$31.02,3.1%,3.0%,$0.95,$248,9.7,29.6%,0.17,$31.97,$23.51
TSBX,Turnstone Biologics Corp.,N/A,$0.76,0.0%,0.0%,$0.00,$18,N/A,0.0%,5.85,$12.16,$0.73
TSE,Trinseo PLC,Basic Materials,$4.41,1.0%,38.2%,$0.05,$156,N/A,N/A,1.24,$11.67,$1.93
TSQ,"Townsquare Media, Inc.",Communication Services,$10.99,7.0%,2.4%,$0.77,$168,N/A,N/A,0.83,$13.34,$7.60
TSVT,"2seventy bio, Inc.",N/A,$4.75,0.0%,0.0%,$0.00,$245,N/A,0.0%,1.87,$6.40,$1.54
TTEC,"TTEC Holdings, Inc.",Technology,$4.53,13.0%,24.0%,$0.58,$216,N/A,N/A,1.00,$29.48,$3.71
TTGT,TechTarget Inc,Communication Services,$26.94,0.0%,0.0%,$0.00,$770,N/A,0.0%,1.32,$41.93,$23.43
TTI,TETRA TECHNOLOGIES INC,Energy,$3.24,0.0%,0.0%,$0.00,$425,42.1,0.0%,1.10,$6.77,$3.01
TTMI,TTM TECHNOLOGIES INC,Technology,$20.49,0.0%,0.0%,$0.00,"$2,089",122.2,0.0%,1.22,$22.71,$11.14
TTSH,"TILE SHOP HOLDINGS, INC.",Consumer Cyclical,$6.10,0.0%,2.1%,$0.65,$272,50.6,0.0%,0.90,$7.67,$4.33
TUSK,"MAMMOTH ENERGY SERVICES, INC.",Energy,$3.85,0.0%,0.0%,$0.50,$185,N/A,0.0%,1.08,$5.18,$2.50
TVTX,"Travere Therapeutics, Inc.",N/A,$8.98,0.0%,0.0%,$0.00,$687,N/A,0.0%,0.79,$15.39,$5.12
TWI,TITAN INTERNATIONAL INC,Industrials,$8.36,0.0%,0.0%,$0.02,$603,21.5,0.0%,0.92,$15.33,$6.71
TWKS,"Thoughtworks Holding, Inc.",N/A,$4.36,0.0%,0.0%,$0.00,"$1,409",N/A,0.0%,1.31,$5.20,$2.19
TWO,TWO HARBORS INVESTMENT CORP.,Real Estate,$13.87,13.0%,20.7%,$2.25,"$1,436",16.6,172.2%,1.48,$14.20,$8.87
TWOU,"2U, Inc.",Consumer Defensive,$0.41,,0.0%,$0.00,N/A,N/A,N/A,N/A,$1.50,$0.39
TWST,Twist Bioscience Corp,Healthcare,$43.60,0.0%,0.0%,$0.00,"$2,558",N/A,0.0%,2.49,$60.90,$14.42
TYRA,"Tyra Biosciences, Inc.",N/A,$22.11,0.0%,0.0%,$0.00,"$1,165",N/A,0.0%,2.37,$24.25,$10.38
UBSI,UNITED BANKSHARES INC/WV,Financial Services,$38.71,3.8%,4.0%,$1.47,"$5,232",14.9,55.1%,0.64,$39.93,$24.52
UCBI,UNITED COMMUNITY BANKS INC,Financial Services,$30.44,,3.0%,$0.92,N/A,N/A,N/A,0.73,$31.96,$21.07
UCTT,"Ultra Clean Holdings, Inc.",Technology,$38.62,0.0%,0.0%,$0.00,"$1,738",N/A,N/A,1.92,$56.47,$22.15
UDMY,"Udemy, Inc.",N/A,$8.14,0.0%,0.0%,$0.00,"$1,224",N/A,0.0%,2.01,$16.01,$6.67
UE,Urban Edge Properties,Real Estate,$20.62,3.3%,3.4%,$0.66,"$2,503",8.6,25.7%,1.11,$21.28,$13.96
UEC,URANIUM ENERGY CORP,Energy,$5.38,0.0%,0.0%,$0.00,"$2,195",N/A,0.0%,1.42,$8.34,$4.01
UFCS,UNITED FIRE GROUP INC,Financial Services,$20.47,3.0%,4.3%,$0.64,$519,14.1,44.0%,0.26,$25.19,$18.01
UFPI,UFP INDUSTRIES INC,Basic Materials,$125.06,1.1%,0.7%,$1.26,"$7,616",15.7,18.5%,1.17,$136.93,$89.86
UFPT,UFP TECHNOLOGIES INC,Consumer Cyclical,$336.88,0.0%,0.0%,$0.00,"$2,584",52.6,0.0%,0.94,$337.87,$127.29
UHG,"United Homes Group, Inc.",N/A,$6.20,0.0%,0.0%,$0.00,$303,2.2,0.0%,0.61,$9.48,$4.79
UHT,UNIVERSAL HEALTH REALTY INCOME TRUST,Real Estate,$44.21,6.6%,6.7%,$2.90,$613,34.0,222.2%,0.71,$44.72,$31.67
UIS,UNISYS CORP,Technology,$5.64,0.0%,0.0%,$102.50,$391,N/A,0.0%,0.74,$8.12,$2.60
ULCC,"Frontier Group Holdings, Inc.",N/A,$3.45,0.0%,0.0%,$0.00,$774,N/A,0.0%,1.65,$8.33,$2.79
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC.",Industrials,$41.96,1.0%,1.0%,$0.42,"$1,106",8.7,8.7%,1.08,$50.40,$20.65
UMBF,UMB FINANCIAL CORP,Financial Services,$104.10,1.5%,1.5%,$1.55,"$5,073",13.4,20.0%,0.72,$105.21,$57.07
UMH,"UMH PROPERTIES, INC.",Real Estate,$19.57,4.4%,4.1%,$0.84,"$1,440",N/A,539.4%,0.82,$19.79,$12.56
UNF,UNIFIRST CORP,Industrials,$187.58,0.7%,0.6%,$1.30,"$3,487",27.1,17.9%,0.66,$197.88,$149.58
UNFI,UNITED NATURAL FOODS INC,Consumer Defensive,$13.47,0.0%,0.0%,$0.00,$801,N/A,N/A,1.45,$20.47,$8.58
UNIT,Uniti Group Inc.,Real Estate,$4.50,13.3%,14.0%,$0.60,"$1,096",N/A,N/A,1.50,$6.23,$2.57
UNTY,UNITY BANCORP INC /NJ/,Financial Services,$33.92,2.0%,1.4%,$0.62,$338,8.7,12.5%,0.43,$35.66,$22.09
UONE,"URBAN ONE, INC.",Communication Services,$2.12,0.0%,0.0%,$0.00,$102,N/A,N/A,1.05,$6.05,$1.67
UONEK,"URBAN ONE, INC.",Communication Services,$1.37,0.0%,0.0%,$0.00,$102,N/A,N/A,0.79,$5.92,$1.25
UPBD,"UPBOUND GROUP, INC.",N/A,$33.43,4.0%,1.3%,$1.45,"$1,862",34.0,147.0%,1.39,$38.72,$24.18
UPST,"Upstart Holdings, Inc.",N/A,$42.03,0.0%,0.0%,$0.00,"$3,760",N/A,0.0%,3.03,$49.62,$19.84
UPWK,"UPWORK, INC",Industrials,$10.02,0.0%,0.0%,$0.00,"$1,323",17.8,0.0%,1.61,$16.36,$8.43
URBN,URBAN OUTFITTERS INC,Consumer Cyclical,$38.60,0.0%,0.0%,$0.00,"$3,604",12.5,0.0%,1.16,$48.90,$30.05
URGN,UroGen Pharma Ltd.,Healthcare,$14.15,0.0%,0.0%,$0.00,$596,N/A,0.0%,0.75,$20.70,$10.60
USCB,"USCB FINANCIAL HOLDINGS, INC.",N/A,$14.47,1.0%,0.1%,$0.15,$286,16.5,11.7%,0.31,$16.76,$9.92
USLM,UNITED STATES LIME & MINERALS INC,Basic Materials,$81.22,1.0%,2.5%,$0.75,"$2,327",27.0,6.0%,0.68,$87.07,$36.99
USNA,USANA HEALTH SCIENCES INC,Consumer Defensive,$40.94,0.0%,0.0%,$0.00,$780,14.2,0.0%,0.53,$65.27,$37.35
USPH,U S PHYSICAL THERAPY INC /NV,Healthcare,$84.81,2.0%,1.5%,$1.75,"$1,279",50.2,123.0%,0.66,$112.55,$76.64
UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Defensive,$17.34,0.0%,0.0%,$0.16,$933,40.1,12.2%,0.78,$19.79,$7.70
UTL,UNITIL CORP,Utilities,$59.68,2.8%,2.9%,$1.68,$968,20.0,55.4%,0.40,$62.07,$40.12
UTMD,UTAH MEDICAL PRODUCTS INC,Healthcare,$68.75,2.0%,2.2%,$1.20,$238,15.6,27.6%,0.49,$92.46,$65.62
UTZ,"Utz Brands, Inc.",N/A,$17.02,1.0%,1.0%,$0.25,"$1,406",337.1,322.1%,0.73,$19.95,$11.04
UUUU,ENERGY FUELS INC,Energy,$4.91,0.0%,0.0%,$0.00,$804,N/A,0.0%,1.60,$9.03,$4.19
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",Financial Services,$21.08,3.0%,3.4%,$0.61,$600,7.2,27.3%,0.49,$22.02,$10.70
UVSP,UNIVEST FINANCIAL Corp,Financial Services,$28.43,3.0%,3.2%,$0.84,$830,11.6,34.9%,0.49,$29.25,$15.47
UVV,UNIVERSAL CORP /VA/,Consumer Defensive,$53.92,6.0%,6.0%,$3.21,"$1,331",11.1,66.9%,0.40,$64.79,$42.43
VABK,Virginia National Bankshares Corp,Financial Services,$38.36,3.0%,2.3%,$1.32,$208,13.3,45.3%,0.28,$42.14,$23.80
VAL,Valaris Ltd,Energy,$63.22,0.0%,0.0%,$0.00,"$4,598",4.5,0.0%,0.89,$84.20,$60.06
VALU,VALUE LINE INC,Financial Services,$42.96,3.0%,2.3%,$1.16,$402,21.1,55.5%,0.69,$57.25,$31.17
VATE,INNOVATE Corp.,Consumer Defensive,$4.18,0.0%,0.2%,$0.05,$57,N/A,N/A,1.43,$17.28,$3.90
VAXX,"Vaxxinity, Inc.",N/A,$0.02,,0.0%,$0.00,N/A,N/A,N/A,1.18,$2.39,$0.01
VBTX,"Veritex Holdings, Inc.",Financial Services,$24.45,3.0%,3.4%,$0.80,"$1,330",15.2,49.6%,0.83,$25.61,$15.31
VC,VISTEON CORP,Consumer Cyclical,$101.00,0.0%,0.0%,$43.40,"$2,786",5.1,2.5%,1.01,$144.40,$95.40
VCEL,Vericel Corp,Healthcare,$49.30,0.0%,0.0%,$0.00,"$2,417",3063.0,0.0%,1.28,$54.09,$30.18
VCTR,"Victory Capital Holdings, Inc.",Financial Services,$54.70,2.0%,1.6%,$1.35,"$3,548",15.0,37.2%,1.02,$54.75,$27.93
VCYT,"VERACYTE, INC.",Healthcare,$32.01,0.0%,0.0%,$0.00,"$2,458",N/A,0.0%,2.05,$33.33,$18.61
VECO,VEECO INSTRUMENTS INC,Technology,$38.01,0.0%,0.0%,$0.00,"$2,158",26.0,0.0%,1.39,$49.25,$23.63
VEL,"Velocity Financial, Inc.",Financial Services,$18.37,0.0%,0.0%,$0.00,$608,9.9,0.0%,0.76,$20.37,$10.57
VERA,"Vera Therapeutics, Inc.",N/A,$39.31,0.0%,0.0%,$0.00,"$2,155",N/A,0.0%,0.64,$50.78,$9.24
VERI,"Veritone, Inc.",Technology,$3.29,0.0%,0.0%,$0.00,$126,N/A,0.0%,2.21,$7.76,$1.48
VERV,"Verve Therapeutics, Inc.",N/A,$4.93,0.0%,0.0%,$0.00,$418,N/A,0.0%,2.24,$20.12,$4.31
VGAS,"Verde Clean Fuels, Inc.",N/A,$3.75,0.0%,0.0%,$0.00,$122,N/A,0.0%,-0.28,$5.61,$1.95
VGR,VECTOR GROUP LTD,Consumer Defensive,$15.13,5.3%,5.5%,$1.00,"$2,383",11.9,63.3%,0.78,$15.53,$9.11
VHI,VALHI INC /DE/,Basic Materials,$29.45,1.0%,2.5%,$0.32,$841,35.5,86.3%,0.86,$29.82,$10.63
VIAV,VIAVI SOLUTIONS INC.,Technology,$8.38,0.0%,0.0%,$4.40,"$1,860",N/A,0.0%,1.10,$11.32,$6.60
VICR,VICOR CORP,Technology,$39.08,0.0%,0.0%,$0.15,"$1,760",183.7,0.0%,1.70,$73.84,$30.90
VIGL,"Vigil Neuroscience, Inc.",N/A,$3.50,0.0%,0.0%,$0.00,$139,N/A,0.0%,0.39,$9.24,$2.47
VIR,"Vir Biotechnology, Inc.",Healthcare,$8.77,0.0%,0.0%,$0.00,"$1,198",N/A,0.0%,0.77,$13.27,$7.61
VITL,"Vital Farms, Inc.",N/A,$32.19,0.0%,0.0%,$0.00,"$1,387",29.4,0.0%,0.89,$48.41,$10.30
VKTX,"Viking Therapeutics, Inc.",Healthcare,$64.62,0.0%,0.0%,$0.00,"$7,161",N/A,0.0%,1.79,$99.41,$8.28
VLD,"Velo3D, Inc.",N/A,$1.27,0.0%,0.0%,$0.00,$11,N/A,0.0%,2.06,$58.45,$1.19
VLGEA,VILLAGE SUPER MARKET INC,Consumer Defensive,$31.38,4.0%,3.7%,$1.25,$465,9.2,26.5%,0.29,$32.00,$20.97
VLY,VALLEY NATIONAL BANCORP,Financial Services,$8.89,5.0%,5.6%,$0.44,"$4,527",12.5,63.4%,0.94,$10.89,$6.40
VMD,"VIEMED HEALTHCARE, INC.",Healthcare,$7.40,0.0%,0.0%,$0.00,$287,30.3,0.0%,0.66,$10.44,$5.90
VMEO,"Vimeo, Inc.",N/A,$5.18,0.0%,0.0%,$0.00,$863,26.1,0.0%,1.59,$5.77,$3.02
VNDA,Vanda Pharmaceuticals Inc.,Healthcare,$5.46,0.0%,0.0%,$0.00,$318,N/A,0.0%,0.42,$6.75,$3.30
VOR,Vor Biopharma Inc.,N/A,$0.94,0.0%,0.0%,$0.00,$65,N/A,0.0%,0.49,$3.14,$0.70
VOXX,VOXX International Corp,Consumer Cyclical,$2.92,0.0%,0.0%,$0.00,$65,N/A,0.0%,1.21,$11.74,$2.27
VPG,"Vishay Precision Group, Inc.",Technology,$28.56,0.0%,0.0%,$0.00,$378,18.0,0.9%,0.88,$36.93,$26.49
VRA,"Vera Bradley, Inc.",Consumer Cyclical,$5.99,0.0%,0.0%,$0.00,$176,40.1,0.0%,1.09,$8.35,$5.45
VRCA,Verrica Pharmaceuticals Inc.,Healthcare,$2.83,0.0%,0.0%,$0.00,$120,N/A,0.0%,0.80,$11.41,$2.63
VRDN,"Viridian Therapeutics, Inc.\DE",N/A,$15.03,0.0%,0.0%,$0.00,$962,N/A,0.0%,0.68,$24.18,$10.93
VRE,"Veris Residential, Inc.",N/A,$16.93,1.0%,0.3%,$0.21,"$1,573",N/A,N/A,0.94,$18.71,$12.92
VREX,Varex Imaging Corp,Healthcare,$12.41,0.0%,0.0%,$0.00,$508,14.8,0.0%,0.50,$21.50,$10.72
VRNS,VARONIS SYSTEMS INC,Technology,$57.28,0.0%,0.0%,$0.00,"$6,425",N/A,0.0%,1.66,$57.39,$29.47
VRNT,VERINT SYSTEMS INC,Technology,$32.89,0.0%,0.0%,$0.00,"$2,032",68.3,42.0%,1.09,$38.17,$18.41
VRRM,VERRA MOBILITY Corp,Industrials,$27.83,0.0%,0.0%,$0.00,"$4,586",47.4,0.0%,0.71,$31.03,$17.04
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",Financial Services,$217.17,4.0%,2.6%,$7.60,"$1,535",14.1,23.1%,1.62,$259.03,$162.91
VSEC,VSE CORP,Industrials,$90.71,0.0%,0.5%,$0.40,"$1,675",142.3,51.3%,1.34,$94.10,$48.18
VSH,VISHAY INTERTECHNOLOGY INC,Technology,$20.65,2.0%,1.9%,$0.40,"$2,823",16.5,31.8%,0.93,$27.35,$19.54
VSTO,Vista Outdoor Inc.,Consumer Cyclical,$39.61,0.0%,0.0%,$0.00,"$2,313",N/A,0.0%,1.07,$41.11,$23.33
VTLE,"Vital Energy, Inc.",N/A,$36.49,0.0%,0.0%,$0.00,"$1,393",5.4,0.0%,1.25,$62.87,$35.14
VTNR,Vertex Energy Inc.,Energy,$0.46,0.0%,0.0%,$0.00,$43,N/A,0.0%,0.64,$5.40,$0.39
VTOL,Bristow Group Inc.,N/A,$38.06,0.0%,0.0%,$0.00,"$1,088",34.9,0.0%,1.18,$41.50,$24.33
VTS,"Vitesse Energy, Inc.",N/A,$25.10,8.0%,2.6%,$2.02,$716,26.3,224.1%,0.64,$26.68,$18.80
